source,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44
S00,-0.0285232346504926,0.102153442800045,0.1544566303491592,-0.0044091860763728,0.0271916631609201,0.0146461641415953,0.0188847631216049,0.204677328467369,0.0653543919324874,0.0709569603204727,0.0330991670489311,0.0218919515609741,-0.0245111137628555,0.0162609796971082,0.0905908122658729,0.4227646291255951,0.0172600876539945,-0.0806637555360794,0.1418637484312057,0.1169507354497909,0.1591952592134475,0.1322446018457412,0.2620051801204681,0.0809730216860771,0.0601149834692478,0.0867690443992614,0.0173626858741045,-0.0142366550862789,0.1577207893133163,0.0053572603501379,0.0187087636440992,0.0329485572874546,-0.0975993201136589,0.0914097502827644,-0.0010287876939401,0.0160322822630405,-0.0117433033883571,0.0794699266552925,-0.0089468779042363,0.0220495797693729,0.0617835894227027,0.0117148496210575,-0.0081935105845332,-0.0248521938920021,0.0131020564585924
S01,-0.0014064491260796,-0.047254953533411,-0.0169024933129549,-0.0155192362144589,-0.0238058678805828,0.0286918748170137,-0.0083595439791679,-0.0027342257089912,0.0373304970562458,-0.0068978974595665,-0.0057792467996478,-0.0042464789003133,-0.0070697125047445,0.0149756791070103,-0.0166918411850929,0.038846805691719,-0.013385709375143,0.1141958236694336,0.0710833072662353,-0.00471892952919,0.0231441427022218,0.0210646037012338,-0.0061130714602768,0.0644329413771629,0.0135444654151797,0.016422513872385,0.0004586125432979,0.0192955732345581,0.0092119053006172,-0.0298519134521484,-0.0500935167074203,0.0014505614526569,0.0281686149537563,-0.0004778731090482,-0.0146704586222767,0.0248662382364273,-0.022319920361042,-0.0072821304202079,-0.0210654940456151,-0.0200418774038553,0.0701334178447723,-0.036992359906435,0.0182695277035236,-0.0057857302017509,-0.0026468771975487
S02,0.0092830816283822,0.0113856894895434,0.0283799171447753,-0.023004675284028,0.0112689109519124,0.0292244888842105,0.0061918478459119,0.0363575965166091,-0.0048270970582962,0.0168937500566244,0.015849694609642,-0.0121396239846944,0.0045586097985506,0.1041470095515251,0.0264477655291557,0.0369916409254074,-0.0224020779132843,-0.0024993079714477,-0.0529721453785896,0.009910337626934,-0.0857384204864502,-0.042652428150177,-0.0592340603470802,-0.0451551787555217,0.024629283696413,0.0422008708119392,-0.0244879536330699,-0.0020318683236837,0.1312216967344284,-0.0211092196404933,-0.0153160048648715,0.0281350277364254,0.0173252038657665,0.0039060618728399,0.0067214681766927,0.0181357599794864,-0.0187341086566448,0.0788448005914688,0.0367722176015377,0.0020736043807119,0.0601086616516113,-0.0064324815757572,-0.055856104940176,-0.0163159649819135,0.0109818037599325
S03,0.2164489328861236,0.0310936346650123,0.0391056016087532,-0.0079072741791605,-0.0270871873944997,0.0404417887330055,0.001328430022113,0.0085590332746505,-0.0032979091629385,0.1376262307167053,0.0053828698582947,0.0126160448417067,0.0499710030853748,0.0829948261380195,0.0040608067065477,0.0448462292551994,-0.0235579628497362,0.0376787558197975,0.002858011284843,0.0175635274499654,0.0089821368455886,0.031752660870552,-0.0277953539043664,-9.184926602756605e-05,0.0041812364943325,0.0084134778007864,0.0054169371724128,-0.001658197492361,-0.0399595834314823,0.005224123597145,-0.0221597049385309,0.0203740857541561,0.0472730994224548,0.0092895096167922,-0.0072550713084638,0.0288881752640008,-0.019004164263606,-0.0018221113132312,-0.015601466409862,0.0049453675746917,0.0708229318261146,-0.0354606285691261,-0.0441890880465507,0.1228991895914077,-0.0171857047826051
S04,-0.0135510554537177,-0.0088584385812282,0.0136497365310788,-0.021482728421688,-0.0106716239824891,0.0097883678972721,-0.0016173411859199,0.0342670157551765,-0.043490182608366,0.0274379700422287,0.0005350600695237,0.0055033895187079,0.0236195530742406,0.0409665368497371,0.0252403728663921,-0.0044372510164976,0.006569739896804,0.0582673959434032,0.0405344553291797,0.0156131591647863,-0.0220931973308324,-0.002507057506591,0.0167099293321371,-0.0357052646577358,0.042979922145605,-0.0007388770463876,0.00528493989259,0.0024077559355646,0.0210079196840524,0.043969951570034,-0.0048005543649196,0.0023817915935069,0.0493855588138103,0.0069180554710328,-0.0236536506563425,0.0285138841718435,-0.0149333029985427,0.0050720116123557,-0.0085326880216598,-0.0129763064906001,0.0015907555352896,-0.0210923627018928,0.0107569750398397,-0.0079316645860672,0.0077189006842672
S05,-0.0020758861210197,-0.0365161038935184,0.0112415635958313,-0.0258948877453804,0.028353301808238,0.0118309343233704,-0.0108847087249159,-0.0123784523457288,0.0349246077239513,0.035881470888853,0.0091311074793338,-0.0336609818041324,0.0074284239672124,0.0643191635608673,-0.0034382629673928,0.1555100828409195,0.0044515090994536,0.0814933404326438,0.0127831911668181,0.014117476530373,-0.0128418030217289,-0.0160563662648201,-0.0221891533583402,0.0429504439234733,0.0220553874969482,0.0351034961640834,-0.0273614581674337,-0.0379459261894226,-0.0503365211188793,0.0208253990858793,-0.0638268813490867,0.0135923540219664,0.007035540882498,0.0049421372823417,-0.0139364171773195,-0.0292397979646921,-0.0400030575692653,-0.0214576683938503,0.0822078213095665,-0.0103437574580311,0.0098676709458231,0.0019605460111051,0.012950649484992,0.0004593980265781,0.006392893847078
S06,-0.0091574871912598,0.0026687425561249,0.0076823644340038,0.0077225938439369,-0.0123227406293153,0.0049944440834224,0.0009008952765725,0.015592947602272,0.0376177318394184,0.0248536653816699,0.0169244781136512,-0.0134959872812032,-0.0075476476922631,-0.0089349010959267,0.0113859316334128,-0.0129831312224268,0.0010600638343021,-0.0022843747865408,0.0436164811253547,0.0565417185425758,-0.0237885992974042,-0.0056260898709297,0.0148394247516989,-0.1607366353273391,1.9337960481643677,0.2389074563980102,-0.0263308174908161,-0.0165140219032764,0.0459623895585536,-0.0281694736331701,0.0008097030222415,0.0110328076407313,0.0709349438548088,0.0018366320291534,-0.0244355704635381,0.0208024345338344,-0.0092743588611483,0.0271299015730619,0.1251267939805984,-0.0121306236833333,0.0274060722440481,-0.0187283996492624,-0.0085486192256212,-0.0017588065238669,-0.0145248817279934
S07,-0.0114121353253722,-0.0045333774760365,-0.0058421278372406,-0.0106544783338904,0.00437988108024,-0.0005356339970603,-0.0026110121980309,0.0053621944971382,-0.0238150656223297,0.0157423112541437,0.0013857587473466,-0.0023260684683918,0.0300693344324827,0.0104657830670475,0.0161924883723258,0.0158900283277034,0.0174740720540285,0.0021624639630317,-0.0054013943299651,0.0205846726894378,-0.0065558212809264,0.0040834844112396,-0.0656642690300941,-0.1191045045852661,3.0059893131256104,0.1539140492677688,-0.0292588584125041,0.0163364559412002,-0.1104408130049705,1.5777796506881714,0.0085276551544666,0.0231685806065797,0.1544308364391327,0.0127990739420056,0.0092665906995534,-0.0047186380252242,0.0078111207112669,0.512915849685669,0.0554212518036365,-0.0064540090970695,0.0656171664595604,-0.0391662120819091,-0.0087223462760448,0.0227120947092771,0.0167757179588079
S08,-0.0017666053026914,0.0052466103807091,9.992665582103656e-05,-0.0159409567713737,-0.0063231131061911,0.0086977472528815,-0.000504873227328,0.0112034939229488,-0.0127409696578979,0.0099689988419413,0.0035298964940011,-0.0154208997264504,-0.0503131672739982,0.0634822472929954,0.0111828576773405,0.0036345913540571,0.0058238129131495,0.0029189637862145,0.0187653992325067,0.0591863691806793,0.0046416795812547,-0.0277468413114547,-0.0133644361048936,0.0490615665912628,-0.0544593147933483,0.0178486164659261,-0.0136308996006846,0.0094992676749825,0.0398590266704559,0.0268095731735229,0.0001519522629678,0.0039850990287959,0.0482243075966835,0.0061274743638932,-0.0031883597839623,-0.0120026171207427,-0.01976103708148,0.0211800951510667,0.0106872664764523,-0.0095968656241893,0.051684807986021,-0.04359782487154,0.0019842996262013,-0.0147065054625272,0.0050746211782097
S09,-0.0150063000619411,-0.0136860851198434,-0.010698583908379,-0.0279364790767431,0.0168440490961074,0.0085342237725853,-0.0108527699485421,0.0030563538894057,0.0307470560073852,0.0209547467529773,0.0026990284677594,-0.0042583723552525,-0.0042927870526909,0.0277991574257612,-0.0109543642029166,0.0208207480609416,0.0640198141336441,0.0371912568807601,-0.1511481553316116,0.000944482628256,0.035414170473814,-0.0235695615410804,-0.0464508607983589,0.0922078713774681,-0.0188112817704677,0.0376594439148902,0.0199440699070692,0.0313879176974296,-0.0589619427919387,0.0535924583673477,0.037466112524271,-0.009384473785758,0.0758775770664215,0.0007151954923756,-0.0268274787813425,0.0346385762095451,-0.0075548402965068,-0.0019312016665935,-0.0664480254054069,0.0028769725468009,0.0155390677973628,-0.0079150535166263,0.0182969663292169,-0.0092736696824431,-0.0083583099767565
